"sequence","module","level","type","identifier","name","datatype","multiplicity","association_role","definition","label_local","definition_local","source_bsm_id","semantic_path","associated_module","class_term","local_name","xpath"
"197","taf","5","A","","Document Type","Token","0..1","","Document type  check, debit-memo, credit-memo, finance-charge, invoice, order-customer, order-vendor, payment-other, reminder, tegata, voucher, shipment, receipt, manual-adjustment, other.","発生元文書種別","発生元文書の種別。小切手(check)、借方メモ(debit-memo)、貸方メモ(credit-memo)、財務費用(finance-charge)、顧客への請求書(invoice)、顧客オーダ(order-customer)、仕入先オーダ(order-vendor)、その他支払い(payment-other)、督促状(reminder)、手形(tegata)、ベンダからの請求書(voucher)、出荷票(shipment)、受領票(receipt)、手修正(manual-adjustment)、その他(other)","TA01-01","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_OriginatingDocument.taf_DocumentType","taf","Originating Document","detailOriginatingDocumentType","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:detailOriginatingDriginatingDocument/gl-taf:detailOriginatingDocumentType"
"198","taf","5","A","PK","Document Number","String","0..1","","Document number","発生元文書番号","発生元文書の番号。","TA01-02","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_OriginatingDocument.taf_DocumentNumber","taf","Originating Document","detailOriginatingDocumentNumber","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:detailOriginatingDriginatingDocument/gl-taf:detailOriginatingDocumentNumber"
"199","taf","5","A","","Document Date","Date","0..1","","Document date","発生元文書日付","発生元文書の日付。","TA01-03","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_OriginatingDocument.taf_DocumentDate","taf","Originating Document","detailOriginatingDocumentDate","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:detailOriginatingDriginatingDocument/gl-taf:detailOriginatingDocumentDate"
"200","taf","5","A","","Document Identifier Type","Token","0..1","","Document identifier type. Enumerated as: C, customer, E, employee, V, vendor, O, other, I, salesperson-internal, X, salesperson-external, N, contractor.","発生元文書対象CVE種別","発生元文書の対象となるCVEの種別。_x000D_ [設定値のリスト]_x000D_ (C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者)","TA01-04","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_OriginatingDocument.taf_DocumentIdentifierType","taf","Originating Document","detailOriginatingDocumentIdentifierType","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:detailOriginatingDriginatingDocument/gl-taf:detailOriginatingDocumentIdentifierType"
"201","taf","5","A","","Document Identifier Code","String","0..1","","Document identifier code","発生元文書対象CVEコード","発生元文書の対象となるCVEのコード。","TA01-05","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_OriginatingDocument.taf_DocumentIdentifierCode","taf","Originating Document","detailOriginatingDocumentIdentifierCode","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:detailOriginatingDriginatingDocument/gl-taf:detailOriginatingDocumentIdentifierCode"
"202","taf","5","A","","Document Identifier Tax Code","Token","0..1","","Originating document identifier tax code","発生元文書対象CVE納税者コード","発生元文書の対象となるCVEの納税者コード。","TA01-06","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_OriginatingDocument.taf_DocumentIdentifierTaxCode","taf","Originating Document","detailOriginatingDocumentIdentifierTaxCode","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:detailOriginatingDriginatingDocument/gl-taf:detailOriginatingDocumentIdentifierTaxCode"
"203","muc","4","C","","Detail_ Multicurrency","","0..*","","Class to provide additional information related to home currencies that differ from original currencies and related exchange rates - typically this will be used to record exchange rates and amounts in currencies and/or on dates other than those of the original transaction. This class allows recording of exchange rates using a third currency as a triangulation currency. This is often EUR but is not restricted to being so. This class may be repeated as many times as necessary to record amounts in foreign currencies on the same or different dates.","【多通貨明細】","原取引時の通貨と異なる、自国通貨と換算レートに関する追加情報のセクション。－現在および原取引時の、換算レートおよび金額の記録に使用される。_x000D_
トライアンギュレーション通貨としての第三通貨の換算レートを記録できる。EURの場合が多いがそれに限らない。この構造は、同日または異なる日の外貨での金額を記録する必要がある限り、繰り返し指定可能。","CO21-20","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailMulticurrency","muc","Detail_ Multicurrency","detailMulticurrency","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:detailMulticurrency"
"204","muc","5","A","","Multicurrency Exchange Rate Date","Date Time","0..1","","Date of exchange rate (other than original transaction date) on which amount is expressed as amountRestatedAmount or amountTriangulationAmount","換算レート日付","（原取引の日付ではなく）、amountRestatedAmountまたはamountTriangulationAmountが示された換算レートの日付。","MU01-01","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailMulticurrency.muc_MulticurrencyExchangeRateDate","muc","Detail_ Multicurrency","multicurrencyExchangeRateDate","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyExchangeRateDate"
"205","muc","5","A","","Multicurrency Foreign Currency Amount","Monetary","0..1","","The amount in the foreign currency identified by amountRestatedCurrency as of multicurrencyDetailExchangeRateDate.","換算額","amountRestatedCurrencyで指定された外貨での、multicurrencyDetailExchangeRateDate時点の、換算額。","MU01-02","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailMulticurrency.muc_MulticurrencyForeignCurrencyAmount","muc","Detail_ Multicurrency","multicurrencyForeignCurrencyAmount","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyForeignCurrencyAmount"
"206","muc","5","A","","Multicurrency Foreign Currency","QName","0..1","","The currency in which amountRestatedAmount is expressed. Recommended ISO 4217 coding.","換算通貨","amountRestatedAmountで使用される通貨。ISO4217コードを推奨。","MU01-03","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailMulticurrency.muc_MulticurrencyForeignCurrency","muc","Detail_ Multicurrency","multicurrencyForeignCurrency","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyForeignCurrency"
"207","muc","5","A","","Multicurrency Exchange Rate","Pure","0..1","","Exchange rate used to convert amountRestatedAmount as of multicurrencyDetailExchangeRateDate (expressed as national currency divided by foreign currency)","換算レート","amountRestatedAmountの算出に用いられた、multicurrencyDetailExchangeRateDate時点の換算レート。（自国通貨を外貨通貨で割った値）","MU01-04","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailMulticurrency.muc_MulticurrencyExchangeRate","muc","Detail_ Multicurrency","multicurrencyExchangeRate","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyExchangeRate"
"208","muc","5","A","","Multicurrency Exchange Rate Source","String","0..1","","Source of Exchange Rate for restated amount - for example, Reuters, Bloomberg","換算レート情報源","外貨換算額の換算レートの情報源。たとえば、Reuters, Bloomberg。","MU01-05","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailMulticurrency.muc_MulticurrencyExchangeRateSource","muc","Detail_ Multicurrency","multicurrencyExchangeRateSource","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyExchangeRateSource"
"209","muc","5","A","","Multicurrency Exchange Rate Type","String","0..1","","Type of Exchange Rate for restated amount - for example, spot rate, forward contract etc.","換算レート種別","外貨換算額の換算レートの種別。たとえば、スポット・レート、先物など。","MU01-06","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailMulticurrency.muc_MulticurrencyExchangeRateType","muc","Detail_ Multicurrency","multicurrencyExchangeRateType","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyExchangeRateType"
"210","muc","5","A","","Multicurrency Triangulation Currency Amount","Monetary","0..1","","The amount in the triangulation currency identified by amountTriangulationCurrency as of multicurrencyDetailExchangeRateDate.","トライアンギュレーション通貨換算額","amountTriangulationCurrencyで指定されたトライアンギュレーション通貨での、multicurrencyDetailExchangeRateDate時点の換算額。","MU01-07","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailMulticurrency.muc_MulticurrencyTriangulationCurrencyAmount","muc","Detail_ Multicurrency","multicurrencyTriangulationCurrencyAmount","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyTriangulationCurrencyAmount"
"211","muc","5","A","","Multicurrency Triangulation Currency","QName","0..1","","The currency used for tringulation between amountRestatedCurrency and the home currency. Recommended ISO 4217 coding.","トライアンギュレーション通貨","amountRestatedCurrencyと自国通貨間のトライアンギュレーション取引で使用される通貨。ISO4217コードを推奨。","MU01-08","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailMulticurrency.muc_MulticurrencyTriangulationCurrency","muc","Detail_ Multicurrency","multicurrencyTriangulationCurrency","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyTriangulationCurrency"
"212","muc","5","A","","Multicurrency Triangulation Exchange Rate","Pure","0..1","","Exchange rate used to convert amountTriangulationAmount as of multicurrencyDetailExchangeRateDate (expressed as national currency divided by triangulation currency)","トライアンギュレーション通貨換算レート","amountTriangulationAmountの算出に用いられた、multicurrencyDetailExchangeRateDate時点の換算レート。（自国通貨をトライアンギュレーション通貨で割った値）","MU01-09","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailMulticurrency.muc_MulticurrencyTriangulationExchangeRate","muc","Detail_ Multicurrency","multicurrencyTriangulationExchangeRate","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyTriangulationExchangeRate"
"213","muc","5","A","","Multicurrency Triangulation Exchange Rate Source","String","0..1","","Source of Exchange Rate for triangulation amount - for example, Reuters, Bloomberg","トライアンギュレーション通貨換算レート情報源","トライアンギュレーション通貨換算額の換算レートの情報源。たとえば、Reuters, Bloomberg。","MU01-10","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailMulticurrency.muc_MulticurrencyTriangulationExchangeRateSource","muc","Detail_ Multicurrency","multicurrencyTriangulationExchangeRateSource","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyTriangulationExchangeRateSource"
"214","muc","5","A","","Multicurrency Triangulation Exchange Rate Type","String","0..1","","Type of Exchange Rate for triangulation amount - for example, spot rate, forward contract etc.","トライアンギュレーション通貨換算レート種別","トライアンギュレーション通貨換算額の換算レートの種別。たとえば、スポット・レート、先物など。","MU01-11","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailMulticurrency.muc_MulticurrencyTriangulationExchangeRateType","muc","Detail_ Multicurrency","multicurrencyTriangulationExchangeRateType","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyTriangulationExchangeRateType"
"215","muc","5","A","","Multicurrency Cross Triangulation Exchange Rate","Pure","0..1","","Exchange rate used to convert from amountRestatedAmount to amountTriangulationAmount as of multicurrencyDetailExchangeRateDate (expressed as foreign currency divided by triangulation currency)","換算通貨トライアンギュレーション通貨換算レート","amountRestatedAmountからamountTriangulationAmountへの、multicurrencyDetailExchangeRateDate時点の換算レート。（外貨通貨をトライアンギュレーション通貨で割った値）","MU01-12","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailMulticurrency.muc_MulticurrencyCrossTriangulationExchangeRate","muc","Detail_ Multicurrency","multicurrencyCrossTriangulationExchangeRate","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyCrossTriangulationExchangeRate"
"216","muc","5","A","","Multicurrency Cross Triangulation Exchange Rate Source","String","0..1","","Source of Exchange Rate for converting between foreign currency and triangulation currency - for example, Reuters, Bloomberg","換算通貨トライアンギュレーション通貨換算レート情報源","外貨通貨とトライアンギュレーション通貨の間の換算レートの情報源。たとえば、Reuters, Bloomberg。","MU01-13","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailMulticurrency.muc_MulticurrencyCrossTriangulationExchangeRateSource","muc","Detail_ Multicurrency","multicurrencyCrossTriangulationExchangeRateSource","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyCrossTriangulationExchangeRateSource"
"217","muc","5","A","","Multicurrency Cross Triangulation Exchange Rate Type","String","0..1","","Type of Exchange Rate for converting between foreign currency and triangulation currency - for example, spot rate, forward contract etc.","換算通貨トライアンギュレーション通貨換算レート種別","外貨通貨とトライアンギュレーション通貨の間の換算レートの種別。たとえば、スポット・レート、先物など。","MU01-14","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailMulticurrency.muc_MulticurrencyCrossTriangulationExchangeRateType","muc","Detail_ Multicurrency","multicurrencyCrossTriangulationExchangeRateType","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyCrossTriangulationExchangeRateType"
"218","muc","5","A","","Multicurrency Comment","String","0..1","","Comment describing the enclosing multicurrencyDetail class's contents. May include reason for recording additional exchange rates other than that used at the time of the original transaction.","多通貨明細コメント","multicurrencyDetailの内容のコメント。原取引時以外の、追加の換算レートを記録する理由などを記述。","MU01-15","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailMulticurrency.muc_MulticurrencyComment","muc","Detail_ Multicurrency","multicurrencyComment","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyComment"
"219","cor","4","C","","Detail_ Identifier Reference","","0..*","","Identification for customer, vendor, or employee.","【CVE情報】","顧客、仕入先、従業員のための識別子。","CO21-21","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference","cor","Detail_ Identifier Reference","detailIdentifierReference","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference"
"220","cor","5","A","PK","Identifier Code","String","0..1","","Unique ID Number associated with identifierReference","CVE識別番号（内部）","identifierReferenceに関係付けられた、内部ID番号。","CO13-01","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierCode","cor","Detail_ Identifier Reference","identifierCode","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierCode"
"221","cor","5","A","","Identifier Purpose","String","0..1","","Freeform for codes like purchasing, billing, manufacturing at identifier level.","CVE目的","購買、請求、製造などの、CVE識別子のレベルのコードの自由記述。","CO13-02","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierPurpose","cor","Detail_ Identifier Reference","identifierPurpose","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierPurpose"
"222","cor","5","A","","Identifier Active","Boolean","0..1","","Boolean to indicate whether the identifier is active (=""true"") or inactive (=""false"")","CVE有効性","CVE識別子が有効か無効かを示すブール値。","CO13-03","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierActive","cor","Detail_ Identifier Reference","identifierActive","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierActive"
"223","cor","5","A","","Identifier Organization Type","Token","0..1","","Identifier Organization Type. Enumerated as: individual, organization, other.","CVE組織種別","CVE識別子の組織種別。_x000D_
[設定値のリスト]_x000D_
(individual：個人)、(organization：組織)、(other：その他)","CO13-04","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierOrganizationType","cor","Detail_ Identifier Reference","identifierOrganizationType","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierOrganizationType"
"224","cor","5","A","","Identifier Organization Type Description","String","0..1","","Free format description of the identifier organization type","CVE組織種別説明","CVE識別子の組織種別の説明。","CO13-05","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierOrganizationTypeDescription","cor","Detail_ Identifier Reference","identifierOrganizationTypeDescription","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierOrganizationTypeDescription"
"225","cor","5","A","","Identifier Description","String","0..1","","Textual description of identifierReference.","CVE説明","identifierReferenceの説明。","CO13-06","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierDescription","cor","Detail_ Identifier Reference","identifierDescription","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierDescription"
"226","cor","5","A","","Identifier Type","Token","0..1","","Entity type (enumerated): C, customer, E, employee, V, vendor, O, other, I, salesperson-internal, X, salesperson-external, N, contractor.","CVE種別","実体の種別。_x000D_ [設定値のリスト]_x000D_ (C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者)","CO13-07","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierType","cor","Detail_ Identifier Reference","identifierType","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierType"
"227","cor","5","A","","Identifier Category","String","0..1","","For use as Customer, Vendor or Employee Class (such as Residential/Commercial/Institutional/Government or Retail/Wholesale or other classifications used by business).","CVEカテゴリ","顧客、仕入先、従業員の分類に使用する。　（住居/商業/機関/政府や、小売/卸や、ビジネスで使用されるその他の分類）。","CO13-08","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierCategory","cor","Detail_ Identifier Reference","identifierCategory","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierCategory"
"228","cor","5","C","","External Authority","","0..*","","Class containing references to an external authority associated with identifier","【外部機関】","識別子と関係付けられる外部機関への参照情報を含む構造体。","CO13-09","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_ExternalAuthority","cor","External Authority","externalAuthority","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:externalAuthority"
"229","cor","6","A","PK","External Authority Code","String","0..1","","External Authority (e,g, Tax Authority) ID Number associated with identifierReference","外部機関付与識別番号","identifierReferenceと関係付けられる、外部機関（たとえば、税務署）によるID番号。","CO12-01","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_ExternalAuthority.cor_ExternalAuthorityCode","cor","External Authority","externalAuthorityCode","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:externalAuthority/gl-cor:externalAuthorityCode"
"230","cor","6","A","","External Authority Name","String","0..1","","Name of External Authority (e.g. Tax Authority)","外部機関名","外部機関の名前（たとえば、税務署）","CO12-02","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_ExternalAuthority.cor_ExternalAuthorityName","cor","External Authority","externalAuthorityName","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:externalAuthority/gl-cor:externalAuthorityName"
"231","cor","6","A","","External Authority Verification Date","Date Time","0..1","","Date on which the External Authority last performed a verification","外部機関認証日付","外部機関が最後に認証した日付。","CO12-03","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_ExternalAuthority.cor_ExternalAuthorityVerificationDate","cor","External Authority","externalAuthorityVerificationDate","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:externalAuthority/gl-cor:externalAuthorityVerificationDate"
"232","cor","5","C","","Identifier_ Phone","","0..*","","Phone number related to Identifier.","【電話番号】","CVE識別子の電話番号。","CO13-10","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierPhone","cor","Identifier_ Phone","identifierPhone","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierPhone"
"233","cor","6","A","PK","Phone Number","String","0..1","","Phone number referred to in Phone Number Description'\.","電話番号","電話番号用途で示される電話番号。","CO01-01","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierPhone.cor_PhoneNumber","cor","Identifier_ Phone","identifierPhoneNumber","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierPhone/gl-cor:identifierPhoneNumber"
"234","cor","6","A","","Phone Number Description","String","0..1","","Entity Phone Number Description such as Main, Investor relations. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.","電話番号用途","代表、IR用などの、電話番号の用途。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)","CO01-02","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierPhone.cor_PhoneNumberDescription","cor","Identifier_ Phone","identifierPhoneNumberDescription","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierPhone/gl-cor:identifierPhoneNumberDescription"
"235","cor","5","C","","Identifier_ Fax","","0..*","","Fax number class related to identifier.","【FAX番号】","CVE識別子のFAX番号の構造体。","CO13-11","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierFax","cor","Identifier_ Fax","identifierFax","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierFax"
"236","cor","6","A","PK","Fax Number","String","0..1","","Fax Number","FAX番号","FAX番号。","CO03-01","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierFax.cor_FaxNumber","cor","Identifier_ Fax","identifierFaxNumber","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierFax/gl-cor:identifierFaxNumber"
"237","cor","6","A","","Fax Number Usage","String","0..1","","Fax number usage (e.g. orders, head office, IR)","FAX番号用途","FAX番号の用途。(注文、本社、IRなど)","CO03-02","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierFax.cor_FaxNumberUsage","cor","Identifier_ Fax","identifierFaxNumberUsage","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierFax/gl-cor:identifierFaxNumberUsage"
"238","cor","5","C","","Identifier_ Email","","0..*","","Email address for Identifier.","【CVEEメールアドレス】","CVE識別子のEメールアドレス。","CO13-12","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierEmail","cor","Identifier_ Email","identifierEmail","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierEmail"
"239","cor","6","A","PK","Email Address","String","0..1","","Email Address","Eメールアドレス","Eメールアドレス。","CO05-01","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierEmail.cor_EmailAddress","cor","Identifier_ Email","identifierEmailAddress","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierEmail/gl-cor:identifierEmailAddress"
"240","cor","6","A","","Email Address Usage","String","0..1","","Email address usage (e.g. orders, head office, IR)","Eメールアドレス用途","Eメールアドレスの用途。(注文、本社、IRなど)","CO05-02","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierEmail.cor_EmailAddressUsage","cor","Identifier_ Email","identifierEmailAddressUsage","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierEmail/gl-cor:identifierEmailAddressUsage"
"241","cor","5","C","","Identifier_ Address","","0..*","","Address (block) of customer, vendor, employee for integration purposes, VAT.","【CVE住所】","統合目的やVATのための、顧客、仕入先、従業員の住所(ブロック)。","CO13-13","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierAddress","cor","Identifier_ Address","identifierAddress","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierAddress"
"242","cor","6","A","","Description","String","0..1","","Address Description","住所説明","住所の説明。","CO08-01","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailIdentifierReference.cor_IdentifierAddress.cor_Description","cor","Identifier_ Address","identifierAddressDescription","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailIdentifierReference/gl-cor:identifierAddress/gl-cor:identifierAddressDescription"
