sequence,module,level,type,identifier,name,datatype,multiplicity,association_role,definition,label_local,definition_local,source_bsm_id,semantic_path,associated_module,class_term,local_name,xpath
235,taf,5,A,,Document Date,Date,0..1,,Document date,発生元文書日付,発生元文書の日付。,TA01-03,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_OriginatingDocument.taf_DocumentDate,taf,Originating Document,originatingDocumentDate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-taf:originatingDocument/gl-taf:originatingDocumentDate
236,taf,5,A,,Document Identifier Type,Token,0..1,,"Document identifier type. Enumerated as: C, customer, E, employee, V, vendor, O, other, I, salesperson-internal, X, salesperson-external, N, contractor.",発生元文書対象CVE種別,発生元文書の対象となるCVEの種別。_x000D_ [設定値のリスト]_x000D_ (C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者),TA01-04,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_OriginatingDocument.taf_DocumentIdentifierType,taf,Originating Document,originatingDocumentIdentifierType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-taf:originatingDocument/gl-taf:originatingDocumentIdentifierType
237,taf,5,A,,Document Identifier Code,String,0..1,,Document identifier code,発生元文書対象CVEコード,発生元文書の対象となるCVEのコード。,TA01-05,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_OriginatingDocument.taf_DocumentIdentifierCode,taf,Originating Document,originatingDocumentIdentifierCode,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-taf:originatingDocument/gl-taf:originatingDocumentIdentifierCode
238,taf,5,A,,Document Identifier Tax Code,Token,0..1,,Originating document identifier tax code,発生元文書対象CVE納税者コード,発生元文書の対象となるCVEの納税者コード。,TA01-06,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_OriginatingDocument.taf_DocumentIdentifierTaxCode,taf,Originating Document,originatingDocumentIdentifierTaxCode,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-taf:originatingDocument/gl-taf:originatingDocumentIdentifierTaxCode
239,btx,4,A,,Detail_ Description,String,0..1,,Description of this line of detail only,説明,この明細行のみに対する説明。,BT14-19,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailDescription,btx,Transaction_ Detail,detailRitchTextDetailDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailRitchTextDetailDescription
240,btx,4,A,,Detail_ Measurable Class Identifier,Token,0..1,,"An enumerated code to identify the inventory, fixed asset or other measurable class. Enumerated as: raw material, work-in-process, finished goods, assemblies, supplies, land, building, machinery, furniture, vehicles, other.",測定可能分類コード,在庫、固定資産、その他の測定可能な分類を識別するための列挙コード。列挙例：原材料、仕掛品、製品、組立品、備品、土地、建物、機械、家具、車両、その他。,BT14-20,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMeasurableClassIdentifier,btx,Transaction_ Detail,detailMeasurableClassIdentifier,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailMeasurableClassIdentifier
241,muc,4,C,,Detail_ Multicurrency,,0..*,,Class to provide additional information related to home currencies that differ from original currencies and related exchange rates - typically this will be used to record exchange rates and amounts in currencies and/or on dates other than those of the original transaction. This class allows recording of exchange rates using a third currency as a triangulation currency. This is often EUR but is not restricted to being so. This class may be repeated as many times as necessary to record amounts in foreign currencies on the same or different dates.,【多通貨明細】,"原取引時の通貨と異なる、自国通貨と換算レートに関する追加情報のセクション。－現在および原取引時の、換算レートおよび金額の記録に使用される。_x000D_
トライアンギュレーション通貨としての第三通貨の換算レートを記録できる。EURの場合が多いがそれに限らない。この構造は、同日または異なる日の外貨での金額を記録する必要がある限り、繰り返し指定可能。",BT14-21,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency,muc,Detail_ Multicurrency,detailMulticurrency,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency
242,muc,5,A,,Multicurrency Exchange Rate Date,Date Time,0..1,,Date of exchange rate (other than original transaction date) on which amount is expressed as amountRestatedAmount or amountTriangulationAmount,換算レート日付,（原取引の日付ではなく）、amountRestatedAmountまたはamountTriangulationAmountが示された換算レートの日付。,MU01-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyExchangeRateDate,muc,Detail_ Multicurrency,multicurrencyExchangeRateDate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyExchangeRateDate
243,muc,5,A,,Multicurrency Foreign Currency Amount,Monetary,0..1,,The amount in the foreign currency identified by amountRestatedCurrency as of multicurrencyDetailExchangeRateDate.,換算額,amountRestatedCurrencyで指定された外貨での、multicurrencyDetailExchangeRateDate時点の、換算額。,MU01-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyForeignCurrencyAmount,muc,Detail_ Multicurrency,multicurrencyForeignCurrencyAmount,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyForeignCurrencyAmount
244,muc,5,A,,Multicurrency Foreign Currency,QName,0..1,,The currency in which amountRestatedAmount is expressed. Recommended ISO 4217 coding.,換算通貨,amountRestatedAmountで使用される通貨。ISO4217コードを推奨。,MU01-03,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyForeignCurrency,muc,Detail_ Multicurrency,multicurrencyForeignCurrency,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyForeignCurrency
245,muc,5,A,,Multicurrency Exchange Rate,Pure,0..1,,Exchange rate used to convert amountRestatedAmount as of multicurrencyDetailExchangeRateDate (expressed as national currency divided by foreign currency),換算レート,amountRestatedAmountの算出に用いられた、multicurrencyDetailExchangeRateDate時点の換算レート。（自国通貨を外貨通貨で割った値）,MU01-04,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyExchangeRate,muc,Detail_ Multicurrency,multicurrencyExchangeRate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyExchangeRate
246,muc,5,A,,Multicurrency Exchange Rate Source,String,0..1,,"Source of Exchange Rate for restated amount - for example, Reuters, Bloomberg",換算レート情報源,"外貨換算額の換算レートの情報源。たとえば、Reuters, Bloomberg。",MU01-05,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyExchangeRateSource,muc,Detail_ Multicurrency,multicurrencyExchangeRateSource,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyExchangeRateSource
247,muc,5,A,,Multicurrency Exchange Rate Type,String,0..1,,"Type of Exchange Rate for restated amount - for example, spot rate, forward contract etc.",換算レート種別,外貨換算額の換算レートの種別。たとえば、スポット・レート、先物など。,MU01-06,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyExchangeRateType,muc,Detail_ Multicurrency,multicurrencyExchangeRateType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyExchangeRateType
248,muc,5,A,,Multicurrency Triangulation Currency Amount,Monetary,0..1,,The amount in the triangulation currency identified by amountTriangulationCurrency as of multicurrencyDetailExchangeRateDate.,トライアンギュレーション通貨換算額,amountTriangulationCurrencyで指定されたトライアンギュレーション通貨での、multicurrencyDetailExchangeRateDate時点の換算額。,MU01-07,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyTriangulationCurrencyAmount,muc,Detail_ Multicurrency,multicurrencyTriangulationCurrencyAmount,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyTriangulationCurrencyAmount
249,muc,5,A,,Multicurrency Triangulation Currency,QName,0..1,,The currency used for tringulation between amountRestatedCurrency and the home currency. Recommended ISO 4217 coding.,トライアンギュレーション通貨,amountRestatedCurrencyと自国通貨間のトライアンギュレーション取引で使用される通貨。ISO4217コードを推奨。,MU01-08,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyTriangulationCurrency,muc,Detail_ Multicurrency,multicurrencyTriangulationCurrency,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyTriangulationCurrency
250,muc,5,A,,Multicurrency Triangulation Exchange Rate,Pure,0..1,,Exchange rate used to convert amountTriangulationAmount as of multicurrencyDetailExchangeRateDate (expressed as national currency divided by triangulation currency),トライアンギュレーション通貨換算レート,amountTriangulationAmountの算出に用いられた、multicurrencyDetailExchangeRateDate時点の換算レート。（自国通貨をトライアンギュレーション通貨で割った値）,MU01-09,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyTriangulationExchangeRate,muc,Detail_ Multicurrency,multicurrencyTriangulationExchangeRate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyTriangulationExchangeRate
251,muc,5,A,,Multicurrency Triangulation Exchange Rate Source,String,0..1,,"Source of Exchange Rate for triangulation amount - for example, Reuters, Bloomberg",トライアンギュレーション通貨換算レート情報源,"トライアンギュレーション通貨換算額の換算レートの情報源。たとえば、Reuters, Bloomberg。",MU01-10,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyTriangulationExchangeRateSource,muc,Detail_ Multicurrency,multicurrencyTriangulationExchangeRateSource,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyTriangulationExchangeRateSource
252,muc,5,A,,Multicurrency Triangulation Exchange Rate Type,String,0..1,,"Type of Exchange Rate for triangulation amount - for example, spot rate, forward contract etc.",トライアンギュレーション通貨換算レート種別,トライアンギュレーション通貨換算額の換算レートの種別。たとえば、スポット・レート、先物など。,MU01-11,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyTriangulationExchangeRateType,muc,Detail_ Multicurrency,multicurrencyTriangulationExchangeRateType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyTriangulationExchangeRateType
253,muc,5,A,,Multicurrency Cross Triangulation Exchange Rate,Pure,0..1,,Exchange rate used to convert from amountRestatedAmount to amountTriangulationAmount as of multicurrencyDetailExchangeRateDate (expressed as foreign currency divided by triangulation currency),換算通貨トライアンギュレーション通貨換算レート,amountRestatedAmountからamountTriangulationAmountへの、multicurrencyDetailExchangeRateDate時点の換算レート。（外貨通貨をトライアンギュレーション通貨で割った値）,MU01-12,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyCrossTriangulationExchangeRate,muc,Detail_ Multicurrency,multicurrencyCrossTriangulationExchangeRate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyCrossTriangulationExchangeRate
254,muc,5,A,,Multicurrency Cross Triangulation Exchange Rate Source,String,0..1,,"Source of Exchange Rate for converting between foreign currency and triangulation currency - for example, Reuters, Bloomberg",換算通貨トライアンギュレーション通貨換算レート情報源,"外貨通貨とトライアンギュレーション通貨の間の換算レートの情報源。たとえば、Reuters, Bloomberg。",MU01-13,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyCrossTriangulationExchangeRateSource,muc,Detail_ Multicurrency,multicurrencyCrossTriangulationExchangeRateSource,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyCrossTriangulationExchangeRateSource
255,muc,5,A,,Multicurrency Cross Triangulation Exchange Rate Type,String,0..1,,"Type of Exchange Rate for converting between foreign currency and triangulation currency - for example, spot rate, forward contract etc.",換算通貨トライアンギュレーション通貨換算レート種別,外貨通貨とトライアンギュレーション通貨の間の換算レートの種別。たとえば、スポット・レート、先物など。,MU01-14,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyCrossTriangulationExchangeRateType,muc,Detail_ Multicurrency,multicurrencyCrossTriangulationExchangeRateType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyCrossTriangulationExchangeRateType
256,muc,5,A,,Multicurrency Comment,String,0..1,,Comment describing the enclosing multicurrencyDetail class's contents. May include reason for recording additional exchange rates other than that used at the time of the original transaction.,多通貨明細コメント,multicurrencyDetailの内容のコメント。原取引時以外の、追加の換算レートを記録する理由などを記述。,MU01-15,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyComment,muc,Detail_ Multicurrency,multicurrencyComment,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyComment
257,btx,4,C,,Detail_ Identifier Reference,,0..*,,"Identification for customer, vendor, or employee.",【CVE情報】,顧客、仕入先、従業員のための識別子。,BT14-22,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference,btx,Detail_ Identifier Reference,detailIdentifierReference,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference
258,btx,5,A,PK,Identifier Code,String,0..1,,Unique ID Number associated with identifierReference,CVE識別番号（内部）,identifierReferenceに関係付けられた、内部ID番号。,BT06-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierCode,btx,Detail_ Identifier Reference,identifierCode,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-btx:identifierCode
259,btx,5,A,,Identifier Purpose,String,0..1,,"Freeform for codes like purchasing, billing, manufacturing at identifier level.",CVE目的,購買、請求、製造などの、CVE識別子のレベルのコードの自由記述。,BT06-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierPurpose,btx,Detail_ Identifier Reference,identifierPurpose,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-btx:identifierPurpose
260,btx,5,A,,Identifier Active,Boolean,0..1,,"Boolean to indicate whether the identifier is active (=""true"") or inactive (=""false"")",CVE有効性,CVE識別子が有効か無効かを示すブール値。,BT06-03,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierActive,btx,Detail_ Identifier Reference,identifierActive,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-btx:identifierActive
261,btx,5,A,,Identifier Organization Type,Token,0..1,,"Identifier Organization Type. Enumerated as: individual, organization, other.",CVE組織種別,"CVE識別子の組織種別。_x000D_
[設定値のリスト]_x000D_
(individual：個人)、(organization：組織)、(other：その他)",BT06-04,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierOrganizationType,btx,Detail_ Identifier Reference,identifierOrganizationType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-btx:identifierOrganizationType
262,btx,5,A,,Identifier Organization Type Description,String,0..1,,Free format description of the identifier organization type,CVE組織種別説明,CVE識別子の組織種別の説明。,BT06-05,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierOrganizationTypeDescription,btx,Detail_ Identifier Reference,identifierOrganizationTypeDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-btx:identifierOrganizationTypeDescription
263,btx,5,A,,Identifier Description,String,0..1,,Textual description of identifierReference.,CVE説明,identifierReferenceの説明。,BT06-06,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierDescription,btx,Detail_ Identifier Reference,identifierDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-btx:identifierDescription
264,btx,5,A,,Identifier Type,Token,0..1,,"Entity type (enumerated): C, customer, E, employee, V, vendor, O, other, I, salesperson-internal, X, salesperson-external, N, contractor.",CVE種別,実体の種別。_x000D_ [設定値のリスト]_x000D_ (C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者),BT06-07,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierType,btx,Detail_ Identifier Reference,identifierType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-btx:identifierType
265,btx,5,A,,Identifier Category,String,0..1,,"For use as Customer, Vendor or Employee Class (such as Residential/Commercial/Institutional/Government or Retail/Wholesale or other classifications used by business).",CVEカテゴリ,顧客、仕入先、従業員の分類に使用する。　（住居/商業/機関/政府や、小売/卸や、ビジネスで使用されるその他の分類）。,BT06-08,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierCategory,btx,Detail_ Identifier Reference,identifierCategory,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-btx:identifierCategory
266,cor,5,C,,Identifier_ Phone,,0..*,,Phone number related to Identifier.,【電話番号】,CVE識別子の電話番号。,BT06-09,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierPhone,cor,Identifier_ Phone,identifierPhone,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierPhone
267,cor,6,A,PK,Phone Number,String,0..1,,Phone number referred to in Phone Number Description'\.,電話番号,電話番号用途で示される電話番号。,CO01-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierPhone.cor_PhoneNumber,cor,Identifier_ Phone,identifierPhoneNumber,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierPhone/gl-cor:identifierPhoneNumber
268,cor,6,A,,Phone Number Description,String,0..1,,"Entity Phone Number Description such as Main, Investor relations. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",電話番号用途,"代表、IR用などの、電話番号の用途。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",CO01-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierPhone.cor_PhoneNumberDescription,cor,Identifier_ Phone,identifierPhoneNumberDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierPhone/gl-cor:identifierPhoneNumberDescription
269,cor,5,C,,Identifier_ Fax,,0..*,,Fax number class related to identifier.,【FAX番号】,CVE識別子のFAX番号の構造体。,BT06-10,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierFax,cor,Identifier_ Fax,identifierFax,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierFax
270,cor,6,A,PK,Fax Number,String,0..1,,Fax Number,FAX番号,FAX番号。,CO03-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierFax.cor_FaxNumber,cor,Identifier_ Fax,identifierFaxNumber,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierFax/gl-cor:identifierFaxNumber
271,cor,6,A,,Fax Number Usage,String,0..1,,"Fax number usage (e.g. orders, head office, IR)",FAX番号用途,FAX番号の用途。(注文、本社、IRなど),CO03-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierFax.cor_FaxNumberUsage,cor,Identifier_ Fax,identifierFaxNumberUsage,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierFax/gl-cor:identifierFaxNumberUsage
272,cor,5,C,,Identifier_ Email,,0..*,,Email address for Identifier.,【CVEEメールアドレス】,CVE識別子のEメールアドレス。,BT06-11,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierEmail,cor,Identifier_ Email,identifierEmail,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierEmail
273,cor,6,A,PK,Email Address,String,0..1,,Email Address,Eメールアドレス,Eメールアドレス。,CO05-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierEmail.cor_EmailAddress,cor,Identifier_ Email,identifierEmailAddress,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierEmail/gl-cor:identifierEmailAddress
274,cor,6,A,,Email Address Usage,String,0..1,,"Email address usage (e.g. orders, head office, IR)",Eメールアドレス用途,Eメールアドレスの用途。(注文、本社、IRなど),CO05-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierEmail.cor_EmailAddressUsage,cor,Identifier_ Email,identifierEmailAddressUsage,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierEmail/gl-cor:identifierEmailAddressUsage
275,cor,5,C,,Identifier_ Address,,0..*,,"Address (block) of customer, vendor, employee for integration purposes, VAT.",【CVE住所】,統合目的やVATのための、顧客、仕入先、従業員の住所(ブロック)。,BT06-12,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierAddress,cor,Identifier_ Address,identifierAddress,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierAddress
276,cor,6,A,,Description,String,0..1,,Address Description,住所説明,住所の説明。,CO08-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierAddress.cor_Description,cor,Identifier_ Address,identifierAddressDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierAddress/gl-cor:identifierAddressDescription
277,cor,6,A,,Purpose,String,0..1,,Address Purpose,住所目的,住所の目的。,CO08-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierAddress.cor_Purpose,cor,Identifier_ Address,identifierAddressPurpose,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierAddress/gl-cor:identifierAddressPurpose
278,cor,6,A,,Location ID,String,0..1,,A code used to identify the location and to associate it with contacts and transactions,所在地識別子,所在地を識別したり、窓口や取引と関係付けるコード。,CO08-03,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierAddress.cor_LocationID,cor,Identifier_ Address,identifierAddressLocationId,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierAddress/gl-cor:identifierAddressLocationId
279,cor,6,A,,Building Number,String,0..1,,Building Number,住所建物番号,建物番号。,CO08-04,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierAddress.cor_BuildingNumber,cor,Identifier_ Address,identifierAddressBuildingNumber,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierAddress/gl-cor:identifierAddressBuildingNumber
280,cor,6,A,,Street,String,0..1,,Street address,住所通り,住所の通り。,CO08-05,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierAddress.cor_Street,cor,Identifier_ Address,identifierAddressStreet,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierAddress/gl-cor:identifierAddressStreet
281,cor,6,A,,Address Detail,String,0..1,,Address Detail,住所詳細,住所詳細。,CO08-06,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierAddress.cor_AddressDetail,cor,Identifier_ Address,identifierAddressDetail,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierAddress/gl-cor:identifierAddressDetail
